epoch,gate,value
6,backbone.features.denseblock3.denselayer7.gate,0.8629982471466064
6,backbone.features.denseblock3.denselayer8.gate,0.863028347492218
6,backbone.features.denseblock3.denselayer9.gate,0.8629229068756104
6,backbone.features.denseblock3.denselayer10.gate,0.8629553914070129
6,backbone.features.denseblock3.denselayer11.gate,0.8629951477050781
6,backbone.features.denseblock3.denselayer12.gate,0.8629980683326721
6,backbone.features.denseblock3.denselayer13.gate,0.8629763126373291
6,backbone.features.denseblock3.denselayer14.gate,0.8630430102348328
6,backbone.features.denseblock3.denselayer15.gate,0.8630199432373047
6,backbone.features.denseblock3.denselayer16.gate,0.8631299138069153
6,backbone.features.denseblock3.denselayer17.gate,0.8629935383796692
6,backbone.features.denseblock3.denselayer18.gate,0.8630531430244446
6,backbone.features.denseblock3.denselayer19.gate,0.8630380630493164
6,backbone.features.denseblock3.denselayer20.gate,0.8630077838897705
6,backbone.features.denseblock3.denselayer21.gate,0.8630110621452332
6,backbone.features.denseblock3.denselayer22.gate,0.8629367351531982
6,backbone.features.denseblock3.denselayer23.gate,0.8631221055984497
6,backbone.features.denseblock3.denselayer24.gate,0.8630380630493164
6,backbone.features.denseblock4.denselayer1.gate,0.8628562092781067
6,backbone.features.denseblock4.denselayer2.gate,0.8625743389129639
6,backbone.features.denseblock4.denselayer3.gate,0.8628239035606384
6,backbone.features.denseblock4.denselayer4.gate,0.8626819252967834
6,backbone.features.denseblock4.denselayer5.gate,0.863012969493866
6,backbone.features.denseblock4.denselayer6.gate,0.8618499636650085
6,backbone.features.denseblock4.denselayer7.gate,0.8633483052253723
6,backbone.features.denseblock4.denselayer8.gate,0.8638305068016052
6,backbone.features.denseblock4.denselayer9.gate,0.8660855889320374
6,backbone.features.denseblock4.denselayer10.gate,0.8645017743110657
6,backbone.features.denseblock4.denselayer11.gate,0.8665953278541565
6,backbone.features.denseblock4.denselayer12.gate,0.8644973039627075
6,backbone.features.denseblock4.denselayer13.gate,0.8654811978340149
6,backbone.features.denseblock4.denselayer14.gate,0.864506721496582
6,backbone.features.denseblock4.denselayer15.gate,0.865105390548706
6,backbone.features.denseblock4.denselayer16.gate,0.862243115901947
7,backbone.features.denseblock1.denselayer1.gate,0.8599558472633362
7,backbone.features.denseblock1.denselayer2.gate,0.8599335551261902
7,backbone.features.denseblock1.denselayer3.gate,0.8598065376281738
7,backbone.features.denseblock1.denselayer4.gate,0.8597208857536316
7,backbone.features.denseblock1.denselayer5.gate,0.8597149848937988
7,backbone.features.denseblock1.denselayer6.gate,0.8596906065940857
7,backbone.features.denseblock2.denselayer1.gate,0.8597165942192078
7,backbone.features.denseblock2.denselayer2.gate,0.859727144241333
7,backbone.features.denseblock2.denselayer3.gate,0.8597357869148254
7,backbone.features.denseblock2.denselayer4.gate,0.8597698211669922
7,backbone.features.denseblock2.denselayer5.gate,0.8597720265388489
7,backbone.features.denseblock2.denselayer6.gate,0.8596581816673279
7,backbone.features.denseblock2.denselayer7.gate,0.859829843044281
7,backbone.features.denseblock2.denselayer8.gate,0.8597590327262878
7,backbone.features.denseblock2.denselayer9.gate,0.859620988368988
7,backbone.features.denseblock2.denselayer10.gate,0.8598119020462036
7,backbone.features.denseblock2.denselayer11.gate,0.8598403930664062
7,backbone.features.denseblock2.denselayer12.gate,0.8599611520767212
7,backbone.features.denseblock3.denselayer1.gate,0.8596985936164856
7,backbone.features.denseblock3.denselayer2.gate,0.8597317934036255
7,backbone.features.denseblock3.denselayer3.gate,0.8597073554992676
7,backbone.features.denseblock3.denselayer4.gate,0.8596712946891785
7,backbone.features.denseblock3.denselayer5.gate,0.8596506118774414
7,backbone.features.denseblock3.denselayer6.gate,0.8597502112388611
7,backbone.features.denseblock3.denselayer7.gate,0.859749436378479
7,backbone.features.denseblock3.denselayer8.gate,0.859791100025177
7,backbone.features.denseblock3.denselayer9.gate,0.8596620559692383
7,backbone.features.denseblock3.denselayer10.gate,0.8596996665000916
7,backbone.features.denseblock3.denselayer11.gate,0.8597556948661804
7,backbone.features.denseblock3.denselayer12.gate,0.8597460985183716
7,backbone.features.denseblock3.denselayer13.gate,0.8597192168235779
7,backbone.features.denseblock3.denselayer14.gate,0.8597875833511353
7,backbone.features.denseblock3.denselayer15.gate,0.8597739338874817
7,backbone.features.denseblock3.denselayer16.gate,0.8598896861076355
7,backbone.features.denseblock3.denselayer17.gate,0.859744131565094
7,backbone.features.denseblock3.denselayer18.gate,0.8598039150238037
7,backbone.features.denseblock3.denselayer19.gate,0.8598018884658813
7,backbone.features.denseblock3.denselayer20.gate,0.8597641587257385
7,backbone.features.denseblock3.denselayer21.gate,0.8597627282142639
7,backbone.features.denseblock3.denselayer22.gate,0.8596947193145752
7,backbone.features.denseblock3.denselayer23.gate,0.8598855137825012
7,backbone.features.denseblock3.denselayer24.gate,0.8597885966300964
7,backbone.features.denseblock4.denselayer1.gate,0.8595905900001526
7,backbone.features.denseblock4.denselayer2.gate,0.8592185974121094
7,backbone.features.denseblock4.denselayer3.gate,0.8595182299613953
7,backbone.features.denseblock4.denselayer4.gate,0.8593206405639648
7,backbone.features.denseblock4.denselayer5.gate,0.8596109747886658
7,backbone.features.denseblock4.denselayer6.gate,0.8584408760070801
7,backbone.features.denseblock4.denselayer7.gate,0.8599817752838135
7,backbone.features.denseblock4.denselayer8.gate,0.860440194606781
7,backbone.features.denseblock4.denselayer9.gate,0.8627600073814392
7,backbone.features.denseblock4.denselayer10.gate,0.8611116409301758
7,backbone.features.denseblock4.denselayer11.gate,0.8633226156234741
7,backbone.features.denseblock4.denselayer12.gate,0.861086368560791
7,backbone.features.denseblock4.denselayer13.gate,0.8621326684951782
7,backbone.features.denseblock4.denselayer14.gate,0.8611152172088623
7,backbone.features.denseblock4.denselayer15.gate,0.8617146015167236
7,backbone.features.denseblock4.denselayer16.gate,0.8588422536849976
8,backbone.features.denseblock1.denselayer1.gate,0.8566312789916992
8,backbone.features.denseblock1.denselayer2.gate,0.8566045165061951
8,backbone.features.denseblock1.denselayer3.gate,0.8564784526824951
8,backbone.features.denseblock1.denselayer4.gate,0.8563894033432007
8,backbone.features.denseblock1.denselayer5.gate,0.8563827276229858
8,backbone.features.denseblock1.denselayer6.gate,0.8563521504402161
8,backbone.features.denseblock2.denselayer1.gate,0.8563823103904724
8,backbone.features.denseblock2.denselayer2.gate,0.8563932180404663
8,backbone.features.denseblock2.denselayer3.gate,0.8564064502716064
8,backbone.features.denseblock2.denselayer4.gate,0.8564527034759521
8,backbone.features.denseblock2.denselayer5.gate,0.8564444780349731
8,backbone.features.denseblock2.denselayer6.gate,0.8563236594200134
8,backbone.features.denseblock2.denselayer7.gate,0.8565214276313782
8,backbone.features.denseblock2.denselayer8.gate,0.8564305305480957
8,backbone.features.denseblock2.denselayer9.gate,0.8562788963317871
8,backbone.features.denseblock2.denselayer10.gate,0.8564920425415039
8,backbone.features.denseblock2.denselayer11.gate,0.8565274477005005
8,backbone.features.denseblock2.denselayer12.gate,0.8566299676895142
8,backbone.features.denseblock3.denselayer1.gate,0.8563660383224487
8,backbone.features.denseblock3.denselayer2.gate,0.8563953042030334
8,backbone.features.denseblock3.denselayer3.gate,0.8563660383224487
8,backbone.features.denseblock3.denselayer4.gate,0.8563394546508789
8,backbone.features.denseblock3.denselayer5.gate,0.8563229441642761
8,backbone.features.denseblock3.denselayer6.gate,0.8564138412475586
8,backbone.features.denseblock3.denselayer7.gate,0.8564199209213257
8,backbone.features.denseblock3.denselayer8.gate,0.8564581871032715
8,backbone.features.denseblock3.denselayer9.gate,0.8563341498374939
8,backbone.features.denseblock3.denselayer10.gate,0.8563587665557861
8,backbone.features.denseblock3.denselayer11.gate,0.8564184904098511
8,backbone.features.denseblock3.denselayer12.gate,0.8564095497131348
8,backbone.features.denseblock3.denselayer13.gate,0.8563952445983887
